kernel,dtype,n,stride,misalign,reps,time_ns_med,time_ns_p05,time_ns_p95,gflops,cpe,GiBps,verified,max_rel_err
dot,f32,8388608,1,1,9,7525144.000000,6453625.000000,10298075.000000,2.229488,2.805531,8.305489,1,1.0214249699059e-09
dot,f32,8388608,2,0,9,7824769.000000,6909861.000000,19393794.000000,2.144116,2.917248,7.987456,1,2.2904624919718e-09
dot,f32,8388608,2,1,9,7835035.000000,6249605.000000,13202573.000000,2.141307,2.921072,7.976991,1,1.1460283774201e-09
dot,f32,8388608,4,0,9,10706525.000000,9679570.000000,16614640.000000,1.567009,3.991673,5.837562,1,3.7793722318553e-10
dot,f32,8388608,4,1,9,11161061.000000,8777388.000000,23530851.000000,1.503192,4.161096,5.599826,1,2.1596467463074e-10
dot,f32,8388608,8,0,9,13373561.000000,11784907.000000,23241787.000000,1.254506,4.985915,4.673400,1,5.6059512177790e-10
dot,f32,8388608,8,1,9,12839269.000000,12266145.000000,22664179.000000,1.306711,4.786922,4.867878,1,2.3728358760788e-09
dot,f32,33554432,1,0,9,23155718.000000,22637352.000000,24778135.000000,2.898155,2.160318,10.796469,1,1.7631713586055e-06
dot,f32,33554432,1,1,9,25605902.000000,21793523.000000,30858584.000000,2.620836,2.454936,9.763374,1,1.6323271827274e-10
dot,f32,33554432,2,0,9,25368046.000000,25016267.000000,74473716.000000,2.645409,2.432131,9.854917,1,1.0811818286648e-09
dot,f32,33554432,2,1,9,27822097.000000,25636497.000000,30529659.000000,2.412071,2.587771,8.985663,1,5.4301347863118e-10
dot,f32,33554432,4,0,9,43548798.000000,40946511.000000,65950905.000000,1.541004,4.047598,5.740687,1,6.7381323281778e-10
dot,f32,33554432,4,1,9,42017258.000000,38705202.000000,55288804.000000,1.597174,3.905249,5.949936,1,1.2911841386834e-09
dot,f32,33554432,8,0,9,76762645.000000,67262489.000000,103036821.000000,0.874239,7.134857,3.256792,1,2.2689518257650e-10
dot,f32,33554432,8,1,9,91240559.000000,84437130.000000,121133069.000000,0.735516,8.303242,2.740010,1,4.9906454619489e-09
dot,f32,67108864,1,0,9,51838252.000000,48176106.000000,54564007.000000,2.589164,2.358708,9.645387,1,5.2828081879178e-07
dot,f32,67108864,1,1,9,49572564.000000,46537892.000000,109093224.000000,2.707500,2.305405,10.086224,1,9.1727544124524e-11
dot,f32,67108864,2,0,9,71004988.000000,51751247.000000,126574724.000000,1.890258,3.322071,7.041759,1,1.2409946726909e-09
dot,f32,67108864,2,1,9,59198599.000000,52288966.000000,67426644.000000,2.267245,2.769730,8.446146,1,4.5502618709192e-10
dot,f32,67108864,4,0,9,87614802.000000,79742866.000000,141896171.000000,1.531907,4.227139,5.706798,1,2.2573245851505e-10
dot,f32,67108864,4,1,9,85601283.000000,75774350.000000,143548333.000000,1.567941,3.980940,5.841034,1,1.2578070971230e-09
dot,f32,67108864,8,0,9,144549228.000000,135581473.000000,206059934.000000,0.928526,6.715137,3.459029,1,9.2672483657362e-10
dot,f32,67108864,8,1,9,180416726.000000,135483713.000000,211270633.000000,0.743932,8.016981,2.771362,1,5.4033679424600e-10
dot,f64,512,1,0,9,322.000000,320.000000,438.000000,3.180124,1.875440,23.693772,1,4.3483867096593e-10
dot,f64,512,1,1,9,322.000000,319.000000,399.000000,3.180124,1.875476,23.693772,1,5.6348519310122e-12
dot,f64,512,2,0,9,322.000000,318.000000,418.000000,3.180124,1.875453,23.693772,1,2.4053539595444e-12
dot,f64,512,2,1,9,321.000000,319.000000,397.000000,3.190031,1.869636,23.767584,1,3.1432508741768e-12
dot,f64,512,4,0,9,321.000000,318.000000,410.000000,3.190031,1.869677,23.767584,1,1.2649667180806e-11
dot,f64,512,4,1,9,321.000000,319.000000,432.000000,3.190031,1.869605,23.767584,1,3.3636618385276e-12
dot,f64,512,8,0,9,324.000000,321.000000,986.000000,3.160494,1.887077,23.547514,1,3.9098967266969e-12
dot,f64,512,8,1,9,323.000000,319.000000,428.000000,3.170279,1.881237,23.620417,1,2.3478554165197e-12
dot,f64,1024,1,0,9,729.000000,723.000000,848.000000,2.809328,2.123020,20.931124,1,5.0913583970768e-10
dot,f64,1024,1,1,9,727.000000,650.000000,732.000000,2.817056,2.117202,20.988706,1,1.1411223277418e-11
dot,f64,1024,2,0,9,730.000000,725.000000,860.000000,2.805479,2.125889,20.902451,1,2.6915307514995e-11
dot,f64,1024,2,1,9,624.000000,621.000000,736.000000,3.282051,1.817200,24.453188,1,1.5314351860229e-12
dot,f64,1024,4,0,9,731.000000,726.000000,829.000000,2.801642,2.128802,20.873856,1,2.4448747970306e-11
dot,f64,1024,4,1,9,622.000000,616.000000,710.000000,3.292605,1.811374,24.531815,1,4.3801745045675e-11
dot,f64,1024,8,0,9,730.000000,724.000000,852.000000,2.805479,2.125897,20.902451,1,1.2617400855048e-11
dot,f64,1024,8,1,9,729.000000,725.000000,1063.000000,2.809328,2.123048,20.931124,1,8.8633492502657e-12
dot,f64,2048,1,0,9,1435.000000,1431.000000,1542.000000,2.854355,2.089461,21.266605,1,4.1704956827935e-10
dot,f64,2048,1,1,9,1437.000000,1431.000000,1549.000000,2.850383,2.092381,21.237006,1,7.7622962099640e-12
dot,f64,2048,2,0,9,1229.000000,1224.000000,2524.000000,3.332791,1.789536,24.831227,1,1.6770395450205e-12
dot,f64,2048,2,1,9,1443.000000,1438.000000,1557.000000,2.838531,2.101096,21.148703,1,8.5888387652751e-13
dot,f64,2048,4,0,9,1444.000000,1432.000000,1531.000000,2.836565,2.102560,21.134057,1,1.8897834886538e-11
dot,f64,2048,4,1,9,1378.000000,1371.000000,1472.000000,2.972424,2.099936,22.146283,1,1.1403868362284e-12
dot,f64,2048,8,0,9,1385.000000,1373.000000,1492.000000,2.957401,2.110635,22.034352,1,8.0306234314066e-12
dot,f64,2048,8,1,9,1383.000000,1367.000000,1492.000000,2.961678,2.107570,22.066217,1,3.9961456787226e-12
dot,f64,4096,1,0,9,2350.000000,2336.000000,2457.000000,3.485957,1.790726,25.972407,1,1.7398911007020e-09
dot,f64,4096,1,1,9,2325.000000,2316.000000,2421.000000,3.523441,1.771623,26.251680,1,6.8914595197160e-12
dot,f64,4096,2,0,9,2724.000000,2712.000000,2834.000000,3.007342,2.075594,22.406445,1,3.9979951237956e-13
dot,f64,4096,2,1,9,2329.000000,2322.000000,2413.000000,3.517389,1.797468,26.206593,1,2.9137932587213e-13
dot,f64,4096,4,0,9,2305.000000,2290.000000,2381.000000,3.554013,1.778985,26.479460,1,5.6785080392813e-12
dot,f64,4096,4,1,9,2689.000000,2669.000000,2778.000000,3.046486,2.075343,22.698087,1,1.9054847590638e-11
dot,f64,4096,8,0,9,2698.000000,2687.000000,2789.000000,3.036323,2.082376,22.622371,1,1.3417000848595e-12
dot,f64,4096,8,1,9,2305.000000,2294.000000,2387.000000,3.554013,1.779028,26.479460,1,3.9166800015723e-12
dot,f64,8192,1,0,9,4575.000000,4558.000000,4715.000000,3.581202,1.765572,26.682036,1,2.1269211137016e-09
dot,f64,8192,1,1,9,7285.000000,7264.000000,7752.000000,2.249005,2.811343,16.756392,1,1.5931876315345e-12
dot,f64,8192,2,0,9,4577.000000,4554.000000,4676.000000,3.579637,1.766236,26.670376,1,1.3492978255447e-11
dot,f64,8192,2,1,9,4601.000000,4579.000000,4700.000000,3.560965,1.775517,26.531257,1,1.4135047507238e-12
dot,f64,8192,4,0,9,4617.000000,4576.000000,4721.000000,3.548625,1.781670,26.439314,1,1.6866219985519e-12
dot,f64,8192,4,1,9,4869.000000,4853.000000,4994.000000,3.364962,1.878918,25.070921,1,1.7364540264370e-11
dot,f64,8192,8,0,9,4586.000000,4573.000000,4749.000000,3.572612,1.769698,26.618036,1,4.6813362332573e-12
dot,f64,8192,8,1,9,4730.000000,4692.000000,12241.000000,3.463848,1.825267,25.807677,1,3.9769791189108e-12
dot,f64,65536,1,0,9,36382.000000,36311.000000,44285.000000,3.602661,1.755084,26.841914,1,6.1403997673746e-09
dot,f64,65536,1,1,9,36429.000000,36397.000000,37705.000000,3.598013,1.757207,26.807283,1,6.1799504562847e-12
dot,f64,65536,2,0,9,36461.000000,36418.000000,37237.000000,3.594855,1.758785,26.783755,1,7.2912586890923e-12
dot,f64,65536,2,1,9,36469.000000,36455.000000,36677.000000,3.594066,1.759181,26.777880,1,2.0925094829397e-11
dot,f64,65536,4,0,9,36760.000000,36630.000000,39655.000000,3.565615,1.773184,26.565900,1,2.7918196632099e-11
dot,f64,65536,4,1,9,38820.000000,38716.000000,39419.000000,3.376404,1.872543,25.156170,1,1.2061747400729e-12
dot,f64,65536,8,0,9,38961.000000,38545.000000,50246.000000,3.364185,1.879358,25.065129,1,4.0793100542413e-12
dot,f64,65536,8,1,9,38635.000000,38451.000000,40316.000000,3.392572,1.863628,25.276627,1,1.4081073680465e-11
dot,f64,1048576,1,0,9,2021334.000000,949584.000000,4353113.000000,1.037509,6.093892,7.730044,1,2.7857093678946e-08
dot,f64,1048576,1,1,9,1432137.000000,1032228.000000,2229907.000000,1.464352,4.317573,10.910269,1,3.2526060637417e-12
dot,f64,1048576,2,0,9,1392182.000000,1220525.000000,2107932.000000,1.506378,4.197120,11.223389,1,2.8731353842481e-12
dot,f64,1048576,2,1,9,1127343.000000,1079982.000000,2078044.000000,1.860261,3.398688,13.860023,1,8.2331597565561e-13
dot,f64,1048576,4,0,9,1545015.000000,1340155.000000,3153591.000000,1.357367,4.657873,10.113170,1,2.8406084238156e-11
dot,f64,1048576,4,1,9,1702328.000000,1436767.000000,2810355.000000,1.231932,5.326189,9.178607,1,2.2090613974527e-12
dot,f64,1048576,8,0,9,1950399.000000,1509866.000000,2576518.000000,1.075243,6.102415,8.011181,1,5.0957497051704e-12
dot,f64,1048576,8,1,9,957961.000000,894001.000000,1949126.000000,2.189183,2.997263,16.310685,1,4.3639125826486e-12
dot,f64,8388608,1,0,9,9411909.000000,8711201.000000,39815574.000000,1.782552,3.680961,13.281046,1,6.0468673173891e-08
dot,f64,8388608,1,1,9,9547416.000000,8413099.000000,14735234.000000,1.757252,3.733981,13.092548,1,7.0914805655969e-13
dot,f64,8388608,2,0,9,11717479.000000,11202270.000000,15915212.000000,1.431811,4.582693,10.667824,1,3.4499089224529e-13
dot,f64,8388608,2,1,9,11086320.000000,10651597.000000,16654896.000000,1.513326,4.335847,11.275157,1,2.2194417852323e-11
dot,f64,8388608,4,0,9,18841289.000000,17609887.000000,21340280.000000,0.890449,7.368807,6.634366,1,3.7182349090437e-11
dot,f64,8388608,4,1,9,20178117.000000,17935112.000000,26933821.000000,0.831456,7.507166,6.194830,1,2.5107673810995e-12
dot,f64,8388608,8,0,9,31827598.000000,29842664.000000,40453694.000000,0.527128,11.841256,3.927409,1,1.7383708941988e-11
dot,f64,8388608,8,1,9,31167424.000000,29625271.000000,47080160.000000,0.538293,11.590686,4.010598,1,5.4815206072607e-12
dot,f64,33554432,1,0,9,38027348.000000,35059725.000000,74074908.000000,1.764753,3.535449,13.148432,1,3.6669352967223e-08
dot,f64,33554432,1,1,9,36119835.000000,35522774.000000,43948749.000000,1.857950,3.358119,13.842810,1,1.8524098619626e-11
dot,f64,33554432,2,0,9,49459725.000000,46783327.000000,50870005.000000,1.356839,4.439739,10.109235,1,5.0138673096529e-11
dot,f64,33554432,2,1,9,56038308.000000,48381638.000000,85599209.000000,1.197553,5.030132,8.922468,1,1.5294600043687e-11
dot,f64,33554432,4,0,9,81523946.000000,71493146.000000,98196421.000000,0.823180,8.085729,6.133167,1,2.7867601737928e-11
dot,f64,33554432,4,1,9,74883448.000000,72637780.000000,129905355.000000,0.896178,7.427157,6.677043,1,1.3224652312856e-12
dot,f64,33554432,8,0,9,128298405.000000,126994927.000000,192636966.000000,0.523069,11.973681,3.897165,1,3.4288265553322e-11
dot,f64,33554432,8,1,9,143966778.000000,134846902.000000,193108174.000000,0.466141,13.435941,3.473023,1,3.2505797301041e-11
dot,f64,67108864,1,0,9,97270646.000000,88552904.000000,106948933.000000,1.379838,4.490037,10.280594,1,3.4367477939427e-07
dot,f64,67108864,1,1,9,75003363.000000,70676956.000000,92741458.000000,1.789489,3.324571,13.332735,1,1.4907778527436e-11
dot,f64,67108864,2,0,9,107743161.000000,99485742.000000,156752821.000000,1.245719,5.010663,9.281332,1,3.9573367574840e-11
dot,f64,67108864,2,1,9,132713681.000000,118399390.000000,187644408.000000,1.011333,6.171867,7.535018,1,1.9081948091969e-11
dot,f64,67108864,4,0,9,199484423.000000,180295515.000000,204368695.000000,0.672823,9.892731,5.012923,1,3.1536723999757e-11
dot,f64,67108864,4,1,9,173831670.000000,159222777.000000,219982022.000000,0.772113,8.083742,5.752692,1,1.0299917572840e-10
dot,f64,67108864,8,0,9,337836145.000000,279106252.000000,360770420.000000,0.397286,15.213004,2.960015,1,3.3881312349057e-11
dot,f64,67108864,8,1,9,270273724.000000,267399728.000000,393585127.000000,0.496599,12.756853,3.699953,1,1.6845787229254e-11
mul,f32,512,1,0,9,301.000000,290.000000,385.000000,1.700997,1.862194,19.010119,1,0.0000000000000e+00
mul,f32,512,1,1,9,303.000000,294.000000,378.000000,1.689769,1.874529,18.884640,1,0.0000000000000e+00
mul,f32,512,2,0,9,299.000000,292.000000,392.000000,1.712375,1.849765,19.137277,1,0.0000000000000e+00
mul,f32,512,2,1,9,303.000000,298.000000,379.000000,1.689769,1.874561,18.884640,1,0.0000000000000e+00
mul,f32,512,4,0,9,322.000000,303.000000,386.000000,1.590062,1.992180,17.770329,1,0.0000000000000e+00
mul,f32,512,4,1,9,296.000000,292.000000,390.000000,1.729730,1.831227,19.331236,1,0.0000000000000e+00
mul,f32,512,8,0,9,304.000000,287.000000,384.000000,1.684211,1.880716,18.822519,1,0.0000000000000e+00
mul,f32,512,8,1,9,308.000000,301.000000,377.000000,1.662338,1.905493,18.578071,1,0.0000000000000e+00
mul,f32,1024,1,0,9,570.000000,565.000000,664.000000,1.796491,1.763170,20.077354,1,0.0000000000000e+00
mul,f32,1024,1,1,9,568.000000,552.000000,649.000000,1.802817,1.818240,20.148049,1,0.0000000000000e+00
mul,f32,1024,2,0,9,573.000000,552.000000,663.000000,1.787086,1.834318,19.972237,1,0.0000000000000e+00
mul,f32,1024,2,1,9,572.000000,553.000000,685.000000,1.790210,1.831096,20.007153,1,0.0000000000000e+00
mul,f32,1024,4,0,9,569.000000,545.000000,633.000000,1.799649,1.821446,20.112639,1,0.0000000000000e+00
mul,f32,1024,4,1,9,551.000000,547.000000,661.000000,1.858439,1.763827,20.769677,1,0.0000000000000e+00
mul,f32,1024,8,0,9,567.000000,553.000000,643.000000,1.805996,1.815046,20.183583,1,0.0000000000000e+00
mul,f32,1024,8,1,9,573.000000,551.000000,685.000000,1.787086,1.834248,19.972237,1,0.0000000000000e+00
mul,f32,2048,1,0,9,1271.000000,1259.000000,1394.000000,1.611330,2.034379,18.008012,1,0.0000000000000e+00
mul,f32,2048,1,1,9,1285.000000,1263.000000,1397.000000,1.593774,2.056812,17.811816,1,0.0000000000000e+00
mul,f32,2048,2,0,9,1316.000000,1259.000000,1418.000000,1.556231,2.106350,17.392237,1,0.0000000000000e+00
mul,f32,2048,2,1,9,1120.000000,1077.000000,1207.000000,1.828571,1.792635,20.435878,1,0.0000000000000e+00
mul,f32,2048,4,0,9,1288.000000,1267.000000,1371.000000,1.590062,2.061527,17.770329,1,0.0000000000000e+00
mul,f32,2048,4,1,9,1317.000000,1265.000000,2257.000000,1.555049,2.108067,17.379031,1,0.0000000000000e+00
mul,f32,2048,8,0,9,1315.000000,1263.000000,1374.000000,1.557414,2.104794,17.405463,1,0.0000000000000e+00
mul,f32,2048,8,1,9,1316.000000,1265.000000,1379.000000,1.556231,2.106376,17.392237,1,0.0000000000000e+00
mul,f32,4096,1,0,9,2222.000000,2133.000000,2265.000000,1.843384,1.778443,20.601425,1,0.0000000000000e+00
mul,f32,4096,1,1,9,2668.000000,2571.000000,2711.000000,1.535232,2.135215,17.157559,1,0.0000000000000e+00
mul,f32,4096,2,0,9,2516.000000,2508.000000,2771.000000,1.627981,2.013619,18.194105,1,0.0000000000000e+00
mul,f32,4096,2,1,9,2655.000000,2565.000000,2769.000000,1.542750,2.023456,17.241570,1,0.0000000000000e+00
mul,f32,4096,4,0,9,2348.000000,2247.000000,2370.000000,1.744463,1.789144,19.495897,1,0.0000000000000e+00
mul,f32,4096,4,1,9,2731.000000,2685.000000,2821.000000,1.499817,2.080891,16.761760,1,0.0000000000000e+00
mul,f32,4096,8,0,9,2347.000000,2339.000000,2365.000000,1.745207,1.788298,19.504204,1,0.0000000000000e+00
mul,f32,4096,8,1,9,2678.000000,2655.000000,2785.000000,1.529500,2.040612,17.093490,1,0.0000000000000e+00
mul,f32,8192,1,0,9,4666.000000,4503.000000,4795.000000,1.755679,1.777745,19.621246,1,0.0000000000000e+00
mul,f32,8192,1,1,9,4657.000000,4493.000000,11818.000000,1.759072,1.774250,19.659166,1,0.0000000000000e+00
mul,f32,8192,2,0,9,4654.000000,4472.000000,4676.000000,1.760206,1.773161,19.671838,1,0.0000000000000e+00
mul,f32,8192,2,1,9,4715.000000,4489.000000,12340.000000,1.737434,1.796302,19.417335,1,0.0000000000000e+00
mul,f32,8192,4,0,9,4657.000000,4478.000000,4768.000000,1.759072,1.774185,19.659166,1,0.0000000000000e+00
mul,f32,8192,4,1,9,4713.000000,4532.000000,4754.000000,1.738171,1.794096,19.425575,1,0.0000000000000e+00
mul,f32,8192,8,0,9,4698.000000,4486.000000,4732.000000,1.743721,1.788407,19.487598,1,0.0000000000000e+00
mul,f32,8192,8,1,9,4595.000000,4495.000000,4678.000000,1.782807,1.749157,19.924425,1,0.0000000000000e+00
mul,f32,65536,1,0,9,38690.000000,37915.000000,45993.000000,1.693874,1.840994,18.930521,1,0.0000000000000e+00
mul,f32,65536,1,1,9,37948.000000,36742.000000,49282.000000,1.726995,1.805693,19.300671,1,0.0000000000000e+00
mul,f32,65536,2,0,9,37169.000000,35839.000000,37719.000000,1.763190,1.768656,19.705181,1,0.0000000000000e+00
mul,f32,65536,2,1,9,37248.000000,35770.000000,45836.000000,1.759450,1.772379,19.663388,1,0.0000000000000e+00
mul,f32,65536,4,0,9,36050.000000,35757.000000,37766.000000,1.817920,1.715394,20.316834,1,0.0000000000000e+00
mul,f32,65536,4,1,9,37299.000000,35785.000000,44101.000000,1.757044,1.774825,19.636502,1,0.0000000000000e+00
mul,f32,65536,8,0,9,37456.000000,36063.000000,38032.000000,1.749680,1.782286,19.554194,1,0.0000000000000e+00
mul,f32,65536,8,1,9,43208.000000,39357.000000,75092.000000,1.516756,2.056031,16.951071,1,0.0000000000000e+00
mul,f32,1048576,1,0,9,619833.000000,600193.000000,678755.000000,1.691707,1.843566,18.906302,1,0.0000000000000e+00
mul,f32,1048576,1,1,9,1471073.000000,696330.000000,2469458.000000,0.712797,4.374940,7.966124,1,0.0000000000000e+00
mul,f32,1048576,2,0,9,614496.000000,604173.000000,1436575.000000,1.706400,1.827516,19.070507,1,0.0000000000000e+00
mul,f32,1048576,2,1,9,911597.000000,769436.000000,8508427.000000,1.150263,2.711074,12.855187,1,0.0000000000000e+00
mul,f32,1048576,4,0,9,604631.000000,588764.000000,881666.000000,1.734241,1.798142,19.381656,1,0.0000000000000e+00
mul,f32,1048576,4,1,9,1198099.000000,613115.000000,2804184.000000,0.875200,3.563185,9.781120,1,0.0000000000000e+00
mul,f32,1048576,8,0,9,637667.000000,622761.000000,1994097.000000,1.644394,1.896451,18.377539,1,0.0000000000000e+00
mul,f32,1048576,8,1,9,1685375.000000,875390.000000,3693598.000000,0.622162,5.012248,6.953200,1,0.0000000000000e+00
mul,f32,8388608,1,0,9,8288150.000000,8100260.000000,16567079.000000,1.012121,3.081082,11.311330,1,0.0000000000000e+00
mul,f32,8388608,1,1,9,10055147.000000,8501438.000000,19268227.000000,0.834260,3.737933,9.323583,1,0.0000000000000e+00
mul,f32,8388608,2,0,9,11461001.000000,10024883.000000,14703472.000000,0.731926,4.036595,8.179914,1,0.0000000000000e+00
mul,f32,8388608,2,1,9,11149991.000000,10573939.000000,17974010.000000,0.752342,3.927038,8.408079,1,0.0000000000000e+00
mul,f32,8388608,4,0,9,13203676.000000,12767623.000000,22432021.000000,0.635324,4.650351,7.100295,1,0.0000000000000e+00
mul,f32,8388608,4,1,9,17057510.000000,12730512.000000,23074827.000000,0.491784,6.007668,5.496113,1,0.0000000000000e+00
mul,f32,8388608,8,0,9,17395263.000000,16198550.000000,31907534.000000,0.482235,6.126694,5.389398,1,0.0000000000000e+00
mul,f32,8388608,8,1,9,15930147.000000,15593396.000000,26137028.000000,0.526587,5.926879,5.885068,1,0.0000000000000e+00
mul,f32,33554432,1,0,9,33521372.000000,32173032.000000,63370333.000000,1.000986,3.117873,11.186893,1,0.0000000000000e+00
mul,f32,33554432,1,1,9,33625693.000000,32575113.000000,36679637.000000,0.997881,3.250914,11.152187,1,0.0000000000000e+00
mul,f32,33554432,2,0,9,49271400.000000,46321462.000000,52860900.000000,0.681012,4.763559,7.610906,1,0.0000000000000e+00
mul,f32,33554432,2,1,9,48371407.000000,43002336.000000,52208304.000000,0.693683,4.676668,7.752514,1,0.0000000000000e+00
mul,f32,33554432,4,0,9,66810796.000000,58919401.000000,72162781.000000,0.502231,6.214402,5.612865,1,0.0000000000000e+00
mul,f32,33554432,4,1,9,69617651.000000,67351536.000000,98887456.000000,0.481982,6.480282,5.386565,1,0.0000000000000e+00
mul,f32,33554432,8,0,9,107267944.000000,102709704.000000,137472119.000000,0.312810,9.984843,3.495919,1,0.0000000000000e+00
mul,f32,33554432,8,1,9,104765126.000000,103290335.000000,117510369.000000,0.320282,9.745587,3.579435,1,0.0000000000000e+00
mul,f32,67108864,1,0,9,92261097.000000,79525422.000000,150845665.000000,0.727380,4.291194,8.129103,1,0.0000000000000e+00
mul,f32,67108864,1,1,9,93293967.000000,87516980.000000,162386093.000000,0.719327,4.288168,8.039105,1,0.0000000000000e+00
mul,f32,67108864,2,0,9,89059589.000000,82840462.000000,103183113.000000,0.753528,4.093464,8.421328,1,0.0000000000000e+00
mul,f32,67108864,2,1,9,82168260.000000,78929210.000000,88934218.000000,0.816725,4.004003,9.127612,1,0.0000000000000e+00
mul,f32,67108864,4,0,9,125049713.000000,120420083.000000,192481364.000000,0.536657,5.815672,5.997615,1,0.0000000000000e+00
mul,f32,67108864,4,1,9,132687353.000000,123965395.000000,198973778.000000,0.505767,6.175671,5.652385,1,0.0000000000000e+00
mul,f32,67108864,8,0,9,201396386.000000,195498932.000000,255597886.000000,0.333218,9.350973,3.723999,1,0.0000000000000e+00
mul,f32,67108864,8,1,9,204327979.000000,196724121.000000,311345831.000000,0.328437,9.487026,3.670569,1,0.0000000000000e+00
mul,f64,512,1,0,9,311.000000,298.000000,352.000000,1.646302,1.892702,36.797723,1,0.0000000000000e+00
mul,f64,512,1,1,9,308.000000,301.000000,378.000000,1.662338,1.874415,37.156142,1,0.0000000000000e+00
mul,f64,512,2,0,9,312.000000,299.000000,377.000000,1.641026,1.898717,36.679781,1,0.0000000000000e+00
mul,f64,512,2,1,9,319.000000,310.000000,376.000000,1.605016,1.870761,35.874896,1,0.0000000000000e+00
mul,f64,512,4,0,9,319.000000,308.000000,411.000000,1.605016,1.870801,35.874896,1,0.0000000000000e+00
mul,f64,512,4,1,9,321.000000,310.000000,387.000000,1.595016,1.882588,35.651376,1,0.0000000000000e+00
mul,f64,512,8,0,9,321.000000,312.000000,370.000000,1.595016,1.882523,35.651376,1,0.0000000000000e+00
mul,f64,512,8,1,9,319.000000,306.000000,386.000000,1.605016,1.870826,35.874896,1,0.0000000000000e+00
mul,f64,1024,1,0,9,1029.000000,1028.000000,1514.000000,0.995141,3.017507,22.243133,1,0.0000000000000e+00
mul,f64,1024,1,1,9,740.000000,703.000000,781.000000,1.383784,2.170048,30.929978,1,0.0000000000000e+00
mul,f64,1024,2,0,9,620.000000,601.000000,666.000000,1.651613,1.818100,36.916425,1,0.0000000000000e+00
mul,f64,1024,2,1,9,728.000000,705.000000,792.000000,1.406593,2.134657,31.439813,1,0.0000000000000e+00
mul,f64,1024,4,0,9,731.000000,704.000000,770.000000,1.400821,2.143459,31.310785,1,0.0000000000000e+00
mul,f64,1024,4,1,9,723.000000,702.000000,824.000000,1.416321,2.120053,31.657239,1,0.0000000000000e+00
mul,f64,1024,8,0,9,729.000000,702.000000,809.000000,1.404664,2.137731,31.396685,1,0.0000000000000e+00
mul,f64,1024,8,1,9,627.000000,591.000000,663.000000,1.633174,1.838686,36.504280,1,0.0000000000000e+00
mul,f64,2048,1,0,9,1450.000000,1379.000000,1486.000000,1.412414,2.125971,31.569908,1,0.0000000000000e+00
mul,f64,2048,1,1,9,1290.000000,1277.000000,1359.000000,1.587597,1.891357,35.485556,1,0.0000000000000e+00
mul,f64,2048,2,0,9,1390.000000,1330.000000,1460.000000,1.473381,2.118280,32.932638,1,0.0000000000000e+00
mul,f64,2048,2,1,9,1392.000000,1329.000000,1401.000000,1.471264,2.121274,32.885321,1,0.0000000000000e+00
mul,f64,2048,4,0,9,1410.000000,1356.000000,1472.000000,1.452482,2.148696,32.465509,1,0.0000000000000e+00
mul,f64,2048,4,1,9,1188.000000,1181.000000,2435.000000,1.723906,1.810509,38.532296,1,0.0000000000000e+00
mul,f64,2048,8,0,9,1410.000000,1408.000000,1488.000000,1.452482,2.148814,32.465509,1,0.0000000000000e+00
mul,f64,2048,8,1,9,1197.000000,1152.000000,1217.000000,1.710944,1.824159,38.242579,1,0.0000000000000e+00
mul,f64,4096,1,0,9,2337.000000,2254.000000,2349.000000,1.752674,1.780761,39.175325,1,0.0000000000000e+00
mul,f64,4096,1,1,9,2739.000000,2727.000000,2826.000000,1.495436,2.087020,33.425606,1,0.0000000000000e+00
mul,f64,4096,2,0,9,2746.000000,2385.000000,67051.000000,1.491624,2.092318,33.340399,1,0.0000000000000e+00
mul,f64,4096,2,1,9,2870.000000,2434.000000,2969.000000,1.427178,2.186860,31.899907,1,0.0000000000000e+00
mul,f64,4096,4,0,9,2348.000000,2335.000000,2408.000000,1.744463,1.789095,38.991795,1,0.0000000000000e+00
mul,f64,4096,4,1,9,2394.000000,2388.000000,2463.000000,1.710944,1.824105,38.242579,1,0.0000000000000e+00
mul,f64,4096,8,0,9,2791.000000,2682.000000,11341.000000,1.467574,2.163112,32.802843,1,0.0000000000000e+00
mul,f64,4096,8,1,9,2701.000000,2239.000000,2794.000000,1.516475,2.093389,33.895866,1,0.0000000000000e+00
mul,f64,8192,1,0,9,4625.000000,4409.000000,4725.000000,1.771243,1.792262,39.590372,1,0.0000000000000e+00
mul,f64,8192,1,1,9,4446.000000,4420.000000,4696.000000,1.842555,1.722823,41.184316,1,0.0000000000000e+00
mul,f64,8192,2,0,9,4623.000000,4559.000000,4681.000000,1.772010,1.791475,39.607499,1,0.0000000000000e+00
mul,f64,8192,2,1,9,4615.000000,4559.000000,4638.000000,1.775081,1.788311,39.676158,1,0.0000000000000e+00
mul,f64,8192,4,0,9,4582.000000,4427.000000,4630.000000,1.787866,1.775550,39.961909,1,0.0000000000000e+00
mul,f64,8192,4,1,9,4634.000000,4413.000000,4662.000000,1.767803,1.795698,39.513481,1,0.0000000000000e+00
mul,f64,8192,8,0,9,4871.000000,4781.000000,4918.000000,1.681790,1.887555,37.590940,1,0.0000000000000e+00
mul,f64,8192,8,1,9,4709.000000,4641.000000,4787.000000,1.739647,1.824738,38.884151,1,0.0000000000000e+00
mul,f64,65536,1,0,9,36550.000000,35214.000000,36622.000000,1.793051,1.770414,40.077804,1,0.0000000000000e+00
mul,f64,65536,1,1,9,36634.000000,35143.000000,36801.000000,1.788939,1.774500,39.985908,1,0.0000000000000e+00
