kernel,dtype,n,stride,misalign,reps,time_ns_med,time_ns_p05,time_ns_p95,gflops,cpe,GiBps,verified,max_rel_err
dot,f32,8388608,2,0,9,6803313.000000,6258169.000000,9194625.000000,2.466036,2.529711,9.186701,1,2.2904624919718e-09
dot,f32,8388608,2,1,9,7706095.000000,7253100.000000,9259889.000000,2.177136,2.865408,8.110463,1,1.1460283774201e-09
dot,f32,8388608,4,0,9,8974646.000000,8416687.000000,10735530.000000,1.869401,3.337105,6.964063,1,3.7793722318553e-10
dot,f32,8388608,4,1,9,12179201.000000,9211504.000000,26008330.000000,1.377530,4.528676,5.131700,1,2.1596467463074e-10
dot,f32,8388608,8,0,9,12105487.000000,11894854.000000,13739335.000000,1.385918,4.501266,5.162948,1,5.6059512177790e-10
dot,f32,8388608,8,1,9,11943321.000000,11319432.000000,12111508.000000,1.404736,4.440971,5.233050,1,2.3728358760788e-09
dot,f32,33554432,1,0,9,26650853.000000,24050203.000000,27014819.000000,2.518076,2.477443,9.380563,1,1.7631713586055e-06
dot,f32,33554432,1,1,9,27346683.000000,23310060.000000,56050662.000000,2.454004,2.492873,9.141877,1,1.6323271827274e-10
dot,f32,33554432,2,0,9,29203237.000000,25289566.000000,32347365.000000,2.297994,2.662110,8.560695,1,1.0811818286648e-09
dot,f32,33554432,2,1,9,25944743.000000,25332473.000000,31689103.000000,2.586607,2.365075,9.635863,1,5.4301347863118e-10
dot,f32,33554432,4,0,9,42852513.000000,38684351.000000,43944362.000000,1.566043,3.991834,5.833964,1,6.7381323281778e-10
dot,f32,33554432,4,1,9,41356323.000000,38241708.000000,47279960.000000,1.622699,3.864850,6.045025,1,1.2911841386834e-09
dot,f32,33554432,8,0,9,69985868.000000,65600878.000000,98319167.000000,0.958892,6.540380,3.572150,1,2.2689518257650e-10
dot,f32,33554432,8,1,9,86013469.000000,68190812.000000,125878742.000000,0.780213,8.038639,2.906522,1,4.9906454619489e-09
dot,f32,67108864,1,0,9,53061407.000000,47657603.000000,65266840.000000,2.529479,2.534471,9.423045,1,5.2828081879178e-07
dot,f32,67108864,1,1,9,56797177.000000,51469398.000000,70911691.000000,2.363106,2.646257,8.803254,1,9.1727544124524e-11
dot,f32,67108864,2,0,9,78371146.000000,68891646.000000,119761254.000000,1.712591,3.646826,6.379899,1,1.2409946726909e-09
dot,f32,67108864,2,1,9,59877121.000000,51307868.000000,116022632.000000,2.241553,2.786262,8.350435,1,4.5502618709192e-10
dot,f32,67108864,4,0,9,83396565.000000,79713393.000000,139160093.000000,1.609392,3.793970,5.995451,1,2.2573245851505e-10
dot,f32,67108864,4,1,9,81808734.000000,76482661.000000,90588840.000000,1.640628,3.810508,6.111817,1,1.2578070971230e-09
dot,f32,67108864,8,0,9,136340252.000000,131440764.000000,180302812.000000,0.984432,6.401091,3.667296,1,9.2672483657362e-10
dot,f32,67108864,8,1,9,136948898.000000,131329619.000000,192921808.000000,0.980057,6.429750,3.650997,1,5.4033679424600e-10
dot,f64,512,1,0,9,304.000000,299.000000,397.000000,3.368421,1.899493,25.096693,1,4.3483867096593e-10
dot,f64,512,1,1,9,302.000000,299.000000,381.000000,3.390728,1.886965,25.262896,1,5.6348519310122e-12
dot,f64,512,2,0,9,299.000000,297.000000,391.000000,3.424749,1.868220,25.516370,1,2.4053539595444e-12
dot,f64,512,2,1,9,298.000000,297.000000,406.000000,3.436242,1.861972,25.601995,1,3.1432508741768e-12
dot,f64,512,4,0,9,299.000000,297.000000,394.000000,3.424749,1.868219,25.516370,1,1.2649667180806e-11
dot,f64,512,4,1,9,299.000000,296.000000,395.000000,3.424749,1.868219,25.516370,1,3.3636618385276e-12
dot,f64,512,8,0,9,300.000000,298.000000,393.000000,3.413333,1.874544,25.431315,1,3.9098967266969e-12
dot,f64,512,8,1,9,299.000000,297.000000,410.000000,3.424749,1.868228,25.516370,1,2.3478554165197e-12
dot,f64,1024,1,0,9,580.000000,579.000000,687.000000,3.531034,1.811987,26.308257,1,5.0913583970768e-10
dot,f64,1024,1,1,9,585.000000,580.000000,667.000000,3.500855,1.827605,26.083400,1,1.1411223277418e-11
dot,f64,1024,2,0,9,581.000000,579.000000,672.000000,3.524957,1.815110,26.262976,1,2.6915307514995e-11
dot,f64,1024,2,1,9,581.000000,576.000000,660.000000,3.524957,1.815110,26.262976,1,1.5314351860229e-12
dot,f64,1024,4,0,9,580.000000,576.000000,4667.000000,3.531034,1.811985,26.308257,1,2.4448747970306e-11
dot,f64,1024,4,1,9,578.000000,573.000000,684.000000,3.543253,1.805740,26.399289,1,4.3801745045675e-11
dot,f64,1024,8,0,9,579.000000,574.000000,654.000000,3.537133,1.808861,26.353694,1,1.2617400855048e-11
dot,f64,1024,8,1,9,580.000000,578.000000,702.000000,3.531034,1.811980,26.308257,1,8.8633492502657e-12
dot,f64,2048,1,0,9,1156.000000,1150.000000,1304.000000,3.543253,1.805770,26.399289,1,4.1704956827935e-10
dot,f64,2048,1,1,9,1147.000000,1142.000000,1221.000000,3.571055,1.791684,26.606433,1,7.7622962099640e-12
dot,f64,2048,2,0,9,1175.000000,1169.000000,1268.000000,3.485957,1.794098,25.972407,1,1.6770395450205e-12
dot,f64,2048,2,1,9,1213.000000,1207.000000,1291.000000,3.376752,1.852122,25.158762,1,8.5888387652751e-13
dot,f64,2048,4,0,9,1174.000000,1167.000000,1244.000000,3.488927,1.792572,25.994530,1,1.8897834886538e-11
dot,f64,2048,4,1,9,1186.000000,1181.000000,1287.000000,3.453626,1.810907,25.731516,1,1.1403868362284e-12
dot,f64,2048,8,0,9,1183.000000,1168.000000,1268.000000,3.462384,1.806309,25.796769,1,8.0306234314066e-12
dot,f64,2048,8,1,9,1177.000000,1170.000000,1264.000000,3.480034,1.797150,25.928274,1,3.9961456787226e-12
dot,f64,4096,1,0,9,2350.000000,2335.000000,2451.000000,3.485957,1.794101,25.972407,1,1.7398911007020e-09
dot,f64,4096,1,1,9,2347.000000,2337.000000,2444.000000,3.490413,1.791810,26.005606,1,6.8914595197160e-12
dot,f64,4096,2,0,9,2404.000000,2397.000000,2514.000000,3.407654,1.835327,25.389000,1,3.9979951237956e-13
dot,f64,4096,2,1,9,2404.000000,2395.000000,2492.000000,3.407654,1.835312,25.389000,1,2.9137932587213e-13
dot,f64,4096,4,0,9,2334.000000,2318.000000,2411.000000,3.509854,1.779025,26.150453,1,5.6785080392813e-12
dot,f64,4096,4,1,9,2330.000000,2319.000000,2423.000000,3.515880,1.775973,26.195346,1,1.9054847590638e-11
dot,f64,4096,8,0,9,2341.000000,2335.000000,2451.000000,3.499359,1.784359,26.072258,1,1.3417000848595e-12
dot,f64,4096,8,1,9,2330.000000,2325.000000,2432.000000,3.515880,1.775973,26.195346,1,3.9166800015723e-12
dot,f64,8192,1,0,9,4674.000000,4666.000000,4772.000000,3.505349,1.781312,26.116883,1,2.1269211137016e-09
dot,f64,8192,1,1,9,4686.000000,4651.000000,4832.000000,3.496372,1.785883,26.050003,1,1.5931876315345e-12
dot,f64,8192,2,0,9,4982.000000,4958.000000,5057.000000,3.288639,1.898693,24.502271,1,1.3492978255447e-11
dot,f64,8192,2,1,9,4640.000000,4621.000000,4788.000000,3.531034,1.768350,26.308257,1,1.4135047507238e-12
dot,f64,8192,4,0,9,4954.000000,4912.000000,5040.000000,3.307226,1.888024,24.640757,1,1.6866219985519e-12
dot,f64,8192,4,1,9,4940.000000,4909.000000,5087.000000,3.316599,1.882685,24.710590,1,1.7364540264370e-11
dot,f64,8192,8,0,9,4647.000000,4627.000000,4737.000000,3.525716,1.771020,26.268628,1,4.6813362332573e-12
dot,f64,8192,8,1,9,4647.000000,4640.000000,4734.000000,3.525716,1.771021,26.268628,1,3.9769791189108e-12
dot,f64,65536,1,0,9,36905.000000,36827.000000,37091.000000,3.551605,1.758110,26.461523,1,6.1403997673746e-09
dot,f64,65536,1,1,9,36927.000000,36848.000000,40345.000000,3.549490,1.759155,26.445758,1,6.1799504562847e-12
dot,f64,65536,2,0,9,37023.000000,36975.000000,43396.000000,3.540286,1.763730,26.377184,1,7.2912586890923e-12
dot,f64,65536,2,1,9,36935.000000,36888.000000,51041.000000,3.548721,1.759537,26.440030,1,2.0925094829397e-11
dot,f64,65536,4,0,9,48634.000000,37397.000000,64689.000000,2.695069,2.316944,20.079831,1,2.7918196632099e-11
dot,f64,65536,4,1,9,46172.000000,40766.000000,73356.000000,2.838777,2.199578,21.150535,1,1.2061747400729e-12
dot,f64,65536,8,0,9,38961.000000,38855.000000,47522.000000,3.364185,1.856057,25.065129,1,4.0793100542413e-12
dot,f64,65536,8,1,9,39141.000000,38811.000000,63511.000000,3.348714,1.864634,24.949861,1,1.4081073680465e-11
dot,f64,1048576,1,0,9,1276901.000000,1082250.000000,1457739.000000,1.642376,3.801965,12.236657,1,2.7857093678946e-08
dot,f64,1048576,1,1,9,1238027.000000,1000149.000000,1606383.000000,1.693947,3.686203,12.620888,1,3.2526060637417e-12
dot,f64,1048576,2,0,9,1261062.000000,1019082.000000,2142242.000000,1.663005,3.754809,12.390350,1,2.8731353842481e-12
dot,f64,1048576,2,1,9,1150700.000000,919841.000000,1764074.000000,1.822501,3.426210,13.578691,1,8.2331597565561e-13
dot,f64,1048576,4,0,9,1208079.000000,942269.000000,2630975.000000,1.735939,3.597026,12.933757,1,2.8406084238156e-11
dot,f64,1048576,4,1,9,1234634.000000,927391.000000,2543589.000000,1.698602,3.676181,12.655572,1,2.2090613974527e-12
dot,f64,1048576,8,0,9,1582598.000000,1422418.000000,2919136.000000,1.325132,4.581284,9.873006,1,5.0957497051704e-12
dot,f64,1048576,8,1,9,1817124.000000,1544296.000000,3346367.000000,1.154105,5.260071,8.598753,1,4.3639125826486e-12
dot,f64,8388608,1,0,9,10514582.000000,9045089.000000,17262406.000000,1.595614,3.804756,11.888252,1,6.0468673173891e-08
dot,f64,8388608,1,1,9,10469135.000000,9560007.000000,13074165.000000,1.602541,3.788279,11.939859,1,7.0914805655969e-13
dot,f64,8388608,2,0,9,15915379.000000,14442743.000000,25358062.000000,1.054151,5.758967,7.854039,1,3.4499089224529e-13
dot,f64,8388608,2,1,9,16153345.000000,14131792.000000,18210742.000000,1.038622,5.845043,7.738335,1,2.2194417852323e-11
dot,f64,8388608,4,0,9,26245208.000000,24506684.000000,31052354.000000,0.639249,9.783751,4.762774,1,3.7182349090437e-11
dot,f64,8388608,4,1,9,23996147.000000,23620398.000000,28113321.000000,0.699163,8.945493,5.209170,1,2.5107673810995e-12
dot,f64,8388608,8,0,9,42883675.000000,40277879.000000,52428810.000000,0.391226,16.230213,2.914862,1,1.7383708941988e-11
dot,f64,8388608,8,1,9,40880113.000000,39724696.000000,56809070.000000,0.410400,15.472204,3.057721,1,5.4815206072607e-12
dot,f64,33554432,1,0,9,46016659.000000,41901483.000000,106548130.000000,1.458360,4.354001,10.865630,1,3.6669352967223e-08
dot,f64,33554432,1,1,9,44103232.000000,42039166.000000,56122067.000000,1.521631,4.111308,11.337038,1,1.8524098619626e-11
dot,f64,33554432,2,0,9,61798912.000000,60428027.000000,95609835.000000,1.085923,5.760838,8.090757,1,5.0138673096529e-11
dot,f64,33554432,2,1,9,61326648.000000,47488557.000000,129462126.000000,1.094286,5.716793,8.153063,1,1.5294600043687e-11
dot,f64,33554432,4,0,9,99402017.000000,76582638.000000,150862304.000000,0.675126,9.263654,5.030079,1,2.7867601737928e-11
dot,f64,33554432,4,1,9,88477782.000000,77190178.000000,176297217.000000,0.758483,8.245629,5.651136,1,1.3224652312856e-12
dot,f64,33554432,8,0,9,143125322.000000,140476010.000000,192217274.000000,0.468882,13.055870,3.493442,1,3.4288265553322e-11
dot,f64,33554432,8,1,9,141842286.000000,137758760.000000,185024171.000000,0.473123,13.218873,3.525042,1,3.2505797301041e-11
dot,f64,67108864,1,0,9,97959277.000000,93931690.000000,116417127.000000,1.370138,4.596749,10.208324,1,3.4367477939427e-07
dot,f64,67108864,1,1,9,80711102.000000,72535849.000000,136471775.000000,1.662940,3.877217,12.389869,1,1.4907778527436e-11
dot,f64,67108864,2,0,9,112945767.000000,97023680.000000,204021768.000000,1.188338,5.258408,8.853807,1,3.9573367574840e-11
dot,f64,67108864,2,1,9,105472935.000000,98493464.000000,161042431.000000,1.272532,4.910610,9.481105,1,1.9081948091969e-11
dot,f64,67108864,4,0,9,227396669.000000,162323640.000000,306947722.000000,0.590236,10.596035,4.397602,1,3.1536723999757e-11
dot,f64,67108864,4,1,9,163277240.000000,156836740.000000,223209141.000000,0.822023,7.704378,6.124552,1,1.0299917572840e-10
dot,f64,67108864,8,0,9,271059900.000000,259211817.000000,402891129.000000,0.495159,12.630572,3.689221,1,3.3881312349057e-11
dot,f64,67108864,8,1,9,280660696.000000,273840784.000000,337403622.000000,0.478221,13.057835,3.563021,1,1.6845787229254e-11
mul,f32,512,1,0,9,307.000000,294.000000,413.000000,1.667752,1.872131,18.638586,1,0.0000000000000e+00
mul,f32,512,1,1,9,309.000000,295.000000,399.000000,1.656958,1.884321,18.517948,1,0.0000000000000e+00
mul,f32,512,2,0,9,309.000000,304.000000,420.000000,1.656958,1.884326,18.517948,1,0.0000000000000e+00
mul,f32,512,2,1,9,308.000000,306.000000,402.000000,1.662338,1.878314,18.578071,1,0.0000000000000e+00
mul,f32,512,4,0,9,309.000000,307.000000,396.000000,1.656958,1.813931,18.517948,1,0.0000000000000e+00
mul,f32,512,4,1,9,324.000000,322.000000,428.000000,1.580247,1.883380,17.660635,1,0.0000000000000e+00
mul,f32,512,8,0,9,325.000000,312.000000,424.000000,1.575385,1.889191,17.606295,1,0.0000000000000e+00
mul,f32,512,8,1,9,325.000000,323.000000,422.000000,1.575385,1.889195,17.606295,1,0.0000000000000e+00
mul,f32,1024,1,0,9,627.000000,619.000000,739.000000,1.633174,1.822342,18.252140,1,0.0000000000000e+00
mul,f32,1024,1,1,9,633.000000,629.000000,742.000000,1.617694,1.839783,18.079134,1,0.0000000000000e+00
mul,f32,1024,2,0,9,630.000000,626.000000,746.000000,1.625397,1.831117,18.165225,1,0.0000000000000e+00
mul,f32,1024,2,1,9,631.000000,627.000000,727.000000,1.622821,1.833968,18.136437,1,0.0000000000000e+00
mul,f32,1024,4,0,9,633.000000,630.000000,736.000000,1.617694,1.839816,18.079134,1,0.0000000000000e+00
mul,f32,1024,4,1,9,628.000000,621.000000,740.000000,1.630573,1.825301,18.223076,1,0.0000000000000e+00
mul,f32,1024,8,0,9,630.000000,626.000000,736.000000,1.625397,1.831064,18.165225,1,0.0000000000000e+00
mul,f32,1024,8,1,9,630.000000,624.000000,729.000000,1.625397,1.831054,18.165225,1,0.0000000000000e+00
mul,f32,2048,1,0,9,1239.000000,1234.000000,1341.000000,1.652946,1.800562,18.473110,1,0.0000000000000e+00
mul,f32,2048,1,1,9,1236.000000,1232.000000,1356.000000,1.656958,1.823426,18.517948,1,0.0000000000000e+00
mul,f32,2048,2,0,9,1180.000000,1134.000000,1267.000000,1.735593,1.801735,19.396766,1,0.0000000000000e+00
mul,f32,2048,2,1,9,1179.000000,1132.000000,1279.000000,1.737065,1.800207,19.413218,1,0.0000000000000e+00
mul,f32,2048,4,0,9,1177.000000,1173.000000,1297.000000,1.740017,1.797157,19.446205,1,0.0000000000000e+00
mul,f32,2048,4,1,9,1179.000000,1171.000000,1268.000000,1.737065,1.800242,19.413218,1,0.0000000000000e+00
mul,f32,2048,8,0,9,1187.000000,1177.000000,1285.000000,1.725358,1.812423,19.282379,1,0.0000000000000e+00
mul,f32,2048,8,1,9,1177.000000,1165.000000,1284.000000,1.740017,1.797175,19.446205,1,0.0000000000000e+00
mul,f32,4096,1,0,9,2381.000000,2375.000000,2482.000000,1.720286,1.817804,19.225690,1,0.0000000000000e+00
mul,f32,4096,1,1,9,2385.000000,2370.000000,2483.000000,1.717400,1.820819,19.193445,1,0.0000000000000e+00
mul,f32,4096,2,0,9,2341.000000,2329.000000,2444.000000,1.749680,1.787231,19.554194,1,0.0000000000000e+00
mul,f32,4096,2,1,9,2383.000000,2371.000000,2479.000000,1.718842,1.819296,19.209554,1,0.0000000000000e+00
mul,f32,4096,4,0,9,2341.000000,2333.000000,2453.000000,1.749680,1.787229,19.554194,1,0.0000000000000e+00
mul,f32,4096,4,1,9,2338.000000,2328.000000,2442.000000,1.751925,1.784938,19.579285,1,0.0000000000000e+00
mul,f32,4096,8,0,9,2342.000000,2337.000000,2432.000000,1.748933,1.787985,19.545844,1,0.0000000000000e+00
mul,f32,4096,8,1,9,2361.000000,2335.000000,2432.000000,1.734858,1.802498,19.388550,1,0.0000000000000e+00
mul,f32,8192,1,0,9,4739.000000,4714.000000,4861.000000,1.728635,1.862936,19.318999,1,0.0000000000000e+00
mul,f32,8192,1,1,9,4607.000000,4597.000000,4700.000000,1.778164,1.811053,19.872528,1,0.0000000000000e+00
mul,f32,8192,2,0,9,4712.000000,4697.000000,4788.000000,1.738540,1.852323,19.429697,1,0.0000000000000e+00
mul,f32,8192,2,1,9,4774.000000,4698.000000,4816.000000,1.715961,1.876712,19.177364,1,0.0000000000000e+00
mul,f32,8192,4,0,9,4595.000000,4577.000000,4703.000000,1.782807,1.806328,19.924425,1,0.0000000000000e+00
mul,f32,8192,4,1,9,4608.000000,4583.000000,4699.000000,1.777778,1.811440,19.868215,1,0.0000000000000e+00
mul,f32,8192,8,0,9,4527.000000,4513.000000,4601.000000,1.809587,1.779596,20.223710,1,0.0000000000000e+00
mul,f32,8192,8,1,9,4534.000000,4509.000000,4642.000000,1.806793,1.782346,20.192487,1,0.0000000000000e+00
mul,f32,65536,1,0,9,36390.000000,35992.000000,42612.000000,1.800934,1.788148,20.127009,1,0.0000000000000e+00
mul,f32,65536,1,1,9,34318.000000,34162.000000,38825.000000,1.909668,1.686333,21.342207,1,0.0000000000000e+00
mul,f32,65536,2,0,9,40386.000000,37545.000000,72199.000000,1.622741,1.984505,18.135539,1,0.0000000000000e+00
mul,f32,65536,2,1,9,37741.000000,37555.000000,48750.000000,1.736467,1.854534,19.406531,1,0.0000000000000e+00
mul,f32,65536,4,0,9,36908.000000,36260.000000,44095.000000,1.775658,1.813603,19.844529,1,0.0000000000000e+00
mul,f32,65536,4,1,9,41077.000000,38559.000000,47315.000000,1.595443,2.018471,17.830462,1,0.0000000000000e+00
mul,f32,65536,8,0,9,39103.000000,38948.000000,45912.000000,1.675984,1.921450,18.730580,1,0.0000000000000e+00
mul,f32,65536,8,1,9,39125.000000,39020.000000,48382.000000,1.675042,1.922542,18.720048,1,0.0000000000000e+00
mul,f32,1048576,1,0,9,627253.000000,613698.000000,802975.000000,1.671695,1.926380,18.682653,1,0.0000000000000e+00
mul,f32,1048576,1,1,9,623750.000000,613129.000000,819616.000000,1.681084,1.915632,18.787575,1,0.0000000000000e+00
mul,f32,1048576,2,0,9,620934.000000,560108.000000,1053992.000000,1.688708,1.906983,18.872779,1,0.0000000000000e+00
mul,f32,1048576,2,1,9,647608.000000,628764.000000,851821.000000,1.619152,1.988902,18.095437,1,0.0000000000000e+00
mul,f32,1048576,4,0,9,607884.000000,602547.000000,771475.000000,1.724961,1.866904,19.277938,1,0.0000000000000e+00
mul,f32,1048576,4,1,9,605378.000000,599904.000000,759815.000000,1.732101,1.859207,19.357740,1,0.0000000000000e+00
mul,f32,1048576,8,0,9,708324.000000,652936.000000,1032633.000000,1.480362,2.175370,16.544336,1,0.0000000000000e+00
mul,f32,1048576,8,1,9,666595.000000,653807.000000,815148.000000,1.573033,2.047203,17.580015,1,0.0000000000000e+00
mul,f32,8388608,1,0,9,7833562.000000,7723666.000000,8540299.000000,1.070855,3.007257,11.967736,1,0.0000000000000e+00
mul,f32,8388608,1,1,9,8355559.000000,8154585.000000,9182106.000000,1.003955,3.183235,11.220075,1,0.0000000000000e+00
mul,f32,8388608,2,0,9,9953379.000000,9509549.000000,17412390.000000,0.842790,3.791989,9.418912,1,0.0000000000000e+00
mul,f32,8388608,2,1,9,10078297.000000,9943208.000000,10881010.000000,0.832344,3.839579,9.302167,1,0.0000000000000e+00
mul,f32,8388608,4,0,9,12017100.000000,11735091.000000,13589424.000000,0.698056,4.578216,7.801383,1,0.0000000000000e+00
mul,f32,8388608,4,1,9,18404324.000000,11843837.000000,29558637.000000,0.455795,7.011596,5.093912,1,0.0000000000000e+00
mul,f32,8388608,8,0,9,15986170.000000,15276259.000000,16880942.000000,0.524742,6.090338,5.864444,1,0.0000000000000e+00
mul,f32,8388608,8,1,9,20042275.000000,18805898.000000,23326037.000000,0.418546,7.635624,4.677613,1,0.0000000000000e+00
mul,f32,33554432,1,0,9,33487389.000000,32537823.000000,37353257.000000,1.002002,3.189472,11.198245,1,0.0000000000000e+00
mul,f32,33554432,1,1,9,34979391.000000,34413308.000000,35661032.000000,0.959263,3.241418,10.720598,1,0.0000000000000e+00
mul,f32,33554432,2,0,9,50323342.000000,40324850.000000,58961135.000000,0.666777,4.663298,7.451810,1,0.0000000000000e+00
mul,f32,33554432,2,1,9,41270219.000000,39847048.000000,46906124.000000,0.813042,3.824371,9.086455,1,0.0000000000000e+00
mul,f32,33554432,4,0,9,60722811.000000,56334484.000000,89535824.000000,0.552584,5.327109,6.175603,1,0.0000000000000e+00
mul,f32,33554432,4,1,9,59753491.000000,58099115.000000,72497468.000000,0.561548,5.242076,6.275784,1,0.0000000000000e+00
mul,f32,33554432,8,0,9,89092619.000000,83532947.000000,105828488.000000,0.376624,8.302900,4.209103,1,0.0000000000000e+00
mul,f32,33554432,8,1,9,86037559.000000,84328202.000000,88468531.000000,0.389997,8.222625,4.358562,1,0.0000000000000e+00
mul,f32,67108864,1,0,9,74309728.000000,63366283.000000,122929209.000000,0.903097,3.550870,10.092891,1,0.0000000000000e+00
mul,f32,67108864,1,1,9,86941977.000000,78408664.000000,151571349.000000,0.771881,4.194748,8.626443,1,0.0000000000000e+00
mul,f32,67108864,2,0,9,114478794.000000,86948863.000000,145716833.000000,0.586212,5.523257,6.551432,1,0.0000000000000e+00
mul,f32,67108864,2,1,9,81788133.000000,80303135.000000,108064483.000000,0.820521,3.815243,9.170034,1,0.0000000000000e+00
mul,f32,67108864,4,0,9,125313132.000000,113029975.000000,212258078.000000,0.535529,5.845580,5.985007,1,0.0000000000000e+00
mul,f32,67108864,4,1,9,118630803.000000,113054610.000000,153293081.000000,0.565695,5.319166,6.322135,1,0.0000000000000e+00
mul,f32,67108864,8,0,9,176430094.000000,169444788.000000,203939741.000000,0.380371,8.221130,4.250975,1,0.0000000000000e+00
mul,f32,67108864,8,1,9,228036148.000000,173059777.000000,257239134.000000,0.294290,10.744008,3.288952,1,0.0000000000000e+00
mul,f64,512,1,0,9,304.000000,294.000000,365.000000,1.684211,1.877356,37.645039,1,0.0000000000000e+00
mul,f64,512,1,1,9,308.000000,297.000000,363.000000,1.662338,1.902049,37.156142,1,0.0000000000000e+00
mul,f64,512,2,0,9,301.000000,295.000000,391.000000,1.700997,1.858830,38.020239,1,0.0000000000000e+00
mul,f64,512,2,1,9,306.000000,293.000000,359.000000,1.673203,1.889709,37.398993,1,0.0000000000000e+00
mul,f64,512,4,0,9,304.000000,294.000000,361.000000,1.684211,1.877348,37.645039,1,0.0000000000000e+00
mul,f64,512,4,1,9,302.000000,293.000000,371.000000,1.695364,1.865004,37.894344,1,0.0000000000000e+00
mul,f64,512,8,0,9,306.000000,297.000000,383.000000,1.673203,1.889706,37.398993,1,0.0000000000000e+00
mul,f64,512,8,1,9,303.000000,293.000000,363.000000,1.689769,1.871195,37.769280,1,0.0000000000000e+00
mul,f64,1024,1,0,9,591.000000,570.000000,662.000000,1.732657,1.824914,38.727891,1,0.0000000000000e+00
mul,f64,1024,1,1,9,571.000000,545.000000,619.000000,1.793345,1.835223,40.084385,1,0.0000000000000e+00
mul,f64,1024,2,0,9,552.000000,548.000000,625.000000,1.855072,1.774154,41.464101,1,0.0000000000000e+00
mul,f64,1024,2,1,9,565.000000,548.000000,641.000000,1.812389,1.815923,40.510059,1,0.0000000000000e+00
mul,f64,1024,4,0,9,568.000000,546.000000,630.000000,1.802817,1.825575,40.296098,1,0.0000000000000e+00
mul,f64,1024,4,1,9,566.000000,553.000000,641.000000,1.809187,1.819154,40.438487,1,0.0000000000000e+00
mul,f64,1024,8,0,9,566.000000,555.000000,626.000000,1.809187,1.819149,40.438487,1,0.0000000000000e+00
mul,f64,1024,8,1,9,573.000000,543.000000,5709.000000,1.787086,1.841649,39.944474,1,0.0000000000000e+00
mul,f64,2048,1,0,9,1161.000000,1134.000000,1241.000000,1.763997,1.865754,39.428396,1,0.0000000000000e+00
mul,f64,2048,1,1,9,1090.000000,1079.000000,1152.000000,1.878899,1.751679,41.996667,1,0.0000000000000e+00
mul,f64,2048,2,0,9,1111.000000,1078.000000,1165.000000,1.843384,1.785414,41.202851,1,0.0000000000000e+00
mul,f64,2048,2,1,9,1165.000000,1151.000000,1214.000000,1.757940,1.872183,39.293019,1,0.0000000000000e+00
mul,f64,2048,4,0,9,1149.000000,1092.000000,1260.000000,1.782419,1.846470,39.840180,1,0.0000000000000e+00
mul,f64,2048,4,1,9,1148.000000,1102.000000,1160.000000,1.783972,1.844862,39.874884,1,0.0000000000000e+00
mul,f64,2048,8,0,9,1109.000000,1100.000000,1199.000000,1.846709,1.782189,41.277157,1,0.0000000000000e+00
mul,f64,2048,8,1,9,1138.000000,1089.000000,1182.000000,1.799649,1.828793,40.225279,1,0.0000000000000e+00
mul,f64,4096,1,0,9,2315.000000,2303.000000,2385.000000,1.769330,1.860130,39.547617,1,0.0000000000000e+00
mul,f64,4096,1,1,9,2225.000000,2138.000000,2236.000000,1.840899,1.787819,41.147296,1,0.0000000000000e+00
mul,f64,4096,2,0,9,2368.000000,2313.000000,2399.000000,1.729730,1.902732,38.662472,1,0.0000000000000e+00
mul,f64,4096,2,1,9,2247.000000,2153.000000,2256.000000,1.822875,1.805497,40.744430,1,0.0000000000000e+00
mul,f64,4096,4,0,9,2234.000000,2222.000000,2264.000000,1.833483,1.795056,40.981528,1,0.0000000000000e+00
mul,f64,4096,4,1,9,2375.000000,2299.000000,2500.000000,1.724632,1.813251,38.548520,1,0.0000000000000e+00
mul,f64,4096,8,0,9,2391.000000,2282.000000,2396.000000,1.713091,1.825457,38.290562,1,0.0000000000000e+00
mul,f64,4096,8,1,9,2390.000000,2286.000000,2405.000000,1.713808,1.824676,38.306583,1,0.0000000000000e+00
mul,f64,8192,1,0,9,4608.000000,4482.000000,4671.000000,1.777778,1.759031,39.736430,1,0.0000000000000e+00
mul,f64,8192,1,1,9,4706.000000,4554.000000,4743.000000,1.740756,1.796457,38.908939,1,0.0000000000000e+00
mul,f64,8192,2,0,9,4962.000000,4841.000000,5077.000000,1.650947,1.894171,36.901545,1,0.0000000000000e+00
mul,f64,8192,2,1,9,4669.000000,4644.000000,4751.000000,1.754551,1.782330,39.217278,1,0.0000000000000e+00
mul,f64,8192,4,0,9,5015.000000,4925.000000,5048.000000,1.633500,1.914435,36.511559,1,0.0000000000000e+00
mul,f64,8192,4,1,9,4698.000000,4486.000000,4774.000000,1.743721,1.792670,38.975196,1,0.0000000000000e+00
mul,f64,8192,8,0,9,4806.000000,4735.000000,4845.000000,1.704536,1.833865,38.099348,1,0.0000000000000e+00
mul,f64,8192,8,1,9,4977.000000,4868.000000,5034.000000,1.645971,1.899118,36.790329,1,0.0000000000000e+00
mul,f64,65536,1,0,9,35767.000000,35746.000000,43195.000000,1.832304,1.705988,40.955175,1,0.0000000000000e+00
mul,f64,65536,1,1,9,35892.000000,35704.000000,37779.000000,1.825922,1.711941,40.812542,1,0.0000000000000e+00
mul,f64,65536,2,0,9,37482.000000,35770.000000,41364.000000,1.748466,1.787824,39.081259,1,0.0000000000000e+00
