kernel,dtype,n,stride,gflops,cpe,gflops_rel
dot,f64,1048576,8,1.075243,6.102415,1.0363698049848242
dot,f64,1048578,1,1.323842,4.715077,1.0
dot,f64,1048578,2,2.496659,2.500097,1.8859191655801828
dot,f64,1048578,4,2.267223,2.753166,1.7126084532746355
dot,f64,1048578,8,1.419484,4.397654,1.0722457815962931
dot,f64,8388608,1,1.782552,3.680961,1.0
dot,f64,8388608,2,1.431811,4.582693,0.8032365956224559
dot,f64,8388608,4,0.890449,7.368807,0.4995360584151262
dot,f64,8388608,8,0.527128,11.841256,0.29571535641036
dot,f64,8388610,1,1.438101,4.34072,1.0
dot,f64,8388610,2,1.337281,4.667978,0.9298936583730906
dot,f64,8388610,4,0.830897,7.512896,0.577773744681354
dot,f64,8388610,8,0.522632,11.946592,0.36341814656967764
dot,f64,33554432,1,1.764753,3.535449,1.0
dot,f64,33554432,2,1.356839,4.439739,0.7688549049073723
dot,f64,33554432,4,0.82318,8.085729,0.46645621228579864
dot,f64,33554432,8,0.523069,11.973681,0.2963978528439957
dot,f64,33554434,1,1.422173,4.390236,1.0
dot,f64,33554434,2,1.360137,4.591494,0.9563794278192597
dot,f64,33554434,4,0.812884,7.685278,0.5715788444865709
dot,f64,33554434,8,0.48897,12.778655,0.34381893060830154
dot,f64,67108864,1,1.379838,4.490037,1.0
dot,f64,67108864,2,1.245719,5.010663,0.9028009085124487
dot,f64,67108864,4,0.672823,9.892731,0.48761013974104206
dot,f64,67108864,8,0.397286,15.213004,0.2879222053603394
dot,f64,67108866,1,1.42212,4.394343,1.0
dot,f64,67108866,2,1.271296,4.917018,0.8939442522431299
dot,f64,67108866,4,0.82753,7.554037,0.5818988552302197
dot,f64,67108866,8,0.48467,12.895688,0.34080808933142065
mul,f32,512,1,1.700997,1.862194,1.0
mul,f32,512,2,1.712375,1.849765,1.0066890182639945
mul,f32,512,4,1.590062,1.99218,0.9347823658713096
mul,f32,512,8,1.684211,1.880716,0.9901316698383359
mul,f32,513,1,1.71,1.828121,1.0
mul,f32,513,2,1.698675,1.840309,0.9933771929824561
mul,f32,513,4,1.71,1.828094,1.0
mul,f32,513,8,1.654839,1.889043,0.9677421052631578
mul,f32,1024,1,1.796491,1.76317,1.0
mul,f32,1024,2,1.787086,1.834318,0.9947647942572492
mul,f32,1024,4,1.799649,1.821446,1.0017578713169173
mul,f32,1024,8,1.805996,1.815046,1.0052908698123173
mul,f32,1025,1,1.711185,1.82687,1.0
mul,f32,1025,2,1.711185,1.826838,1.0
mul,f32,1025,4,1.69702,1.842146,0.9917221107010639
mul,f32,1025,8,1.716918,1.820728,1.0033503098729828
mul,f32,2048,1,1.61133,2.034379,1.0
mul,f32,2048,2,1.556231,2.10635,0.965805266456902
mul,f32,2048,4,1.590062,2.061527,0.9868009656619067
mul,f32,2048,8,1.557414,2.104794,0.9665394425722851
mul,f32,2049,1,1.539444,2.030628,1.0
mul,f32,2049,2,1.488017,2.10087,0.966593783210042
mul,f32,2049,4,1.544084,2.024547,1.00301407521157
mul,f32,2049,8,1.475162,2.11945,0.9582433657866087
mul,f32,4096,1,1.843384,1.778443,1.0
mul,f32,4096,2,1.627981,2.013619,0.8831480581365575
mul,f32,4096,4,1.744463,1.789144,0.9463372796986413
mul,f32,4096,8,1.745207,1.788298,0.9467408852414907
mul,f32,4097,1,1.553071,2.012874,1.0
mul,f32,4097,2,1.511808,2.067764,0.9734313498867727
mul,f32,4097,4,1.514603,2.063985,0.9752310100439708
mul,f32,4097,8,1.814438,1.722982,1.1682904387500634
mul,f32,8192,1,1.755679,1.777745,1.0
mul,f32,8192,2,1.760206,1.773161,1.0025784895758278
mul,f32,8192,4,1.759072,1.774185,1.0019325856264159
mul,f32,8192,8,1.743721,1.788407,0.9931889599408549
mul,f32,8193,1,1.728481,1.808562,1.0
mul,f32,8193,2,1.680615,1.860078,0.9723074769118087
mul,f32,8193,4,1.777609,1.758618,1.0284226439283972
mul,f32,8193,8,1.762314,1.773829,1.019573833903873
mul,f32,65536,1,1.693874,1.840994,1.0
mul,f32,65536,2,1.76319,1.768656,1.0409215797633118
mul,f32,65536,4,1.81792,1.715394,1.0732321294263918
mul,f32,65536,8,1.74968,1.782286,1.03294577991043
mul,f32,65537,1,1.766782,1.769373,1.0
mul,f32,65537,2,1.767449,1.768674,1.0003775225240013
mul,f32,65537,4,1.572272,1.98832,0.8899071871911757
mul,f32,65537,8,1.762695,1.773542,0.9976867547892155
mul,f32,1048576,1,1.691707,1.843566,1.0
mul,f32,1048576,2,1.7064,1.827516,1.0086853101630482
mul,f32,1048576,4,1.734241,1.798142,1.025142651771258
mul,f32,1048576,8,1.644394,1.896451,0.972032390951861
mul,f32,1048577,1,1.612126,1.939172,1.0
mul,f32,1048577,2,1.537602,2.03311,0.9537728440580947
mul,f32,1048577,4,1.528525,2.045181,0.9481423908553054
mul,f32,1048577,8,1.338767,2.335072,0.8304357103601083
mul,f32,8388608,1,1.012121,3.081082,1.0
mul,f32,8388608,2,0.731926,4.036595,0.7231605707222752
mul,f32,8388608,4,0.635324,4.650351,0.6277154608984499
mul,f32,8388608,8,0.482235,6.126694,0.47645983039577283
mul,f32,8388609,1,0.650198,4.807863,1.0
mul,f32,8388609,2,0.80918,3.86229,1.2445132098222387
mul,f32,8388609,4,0.465508,6.713727,0.7159480650509537
mul,f32,8388609,8,0.527234,5.927701,0.8108822235688204
mul,f32,33554432,1,1.000986,3.117873,1.0
mul,f32,33554432,2,0.681012,4.763559,0.6803411835929773
mul,f32,33554432,4,0.502231,6.214402,0.5017362880200122
mul,f32,33554432,8,0.31281,9.984843,0.3125018731530711
mul,f32,33554433,1,0.995423,3.139647,1.0
mul,f32,33554433,2,0.823272,3.797317,0.8270574419116296
mul,f32,33554433,4,0.58421,5.351201,0.5868962240173273
mul,f32,33554433,8,0.397846,7.857707,0.3996753139117742
mul,f32,67108864,1,0.72738,4.291194,1.0
mul,f32,67108864,2,0.753528,4.093464,1.035948197640848
mul,f32,67108864,4,0.536657,5.815672,0.7377945503038302
mul,f32,67108864,8,0.333218,9.350973,0.4581071791910693
mul,f32,67108865,1,1.003051,3.116637,1.0
mul,f32,67108865,2,0.813232,3.843128,0.8107583761942314
mul,f32,67108865,4,0.416276,7.510236,0.41500980508468666
mul,f32,67108865,8,0.345348,9.052413,0.3442975481805013
mul,f64,512,1,1.646302,1.892702,1.0
mul,f64,512,2,1.641026,1.898717,0.9967952416992752
mul,f64,512,4,1.605016,1.870801,0.97492197664827
mul,f64,512,8,1.595016,1.882523,0.9688477569729005
mul,f64,514,1,1.69637,1.842919,1.0
mul,f64,514,2,1.647436,1.897612,0.9711536987803369
mul,f64,514,4,1.658065,1.885455,0.9774194309024564
mul,f64,514,8,1.652733,1.891611,0.9742762486957445
mul,f64,1024,1,0.995141,3.017507,1.0
mul,f64,1024,2,1.651613,1.8181,1.6596773723522595
mul,f64,1024,4,1.400821,2.143459,1.4076608239435418
mul,f64,1024,8,1.404664,2.137731,1.4115225882563374
mul,f64,1026,1,1.730185,1.806853,1.0
mul,f64,1026,2,1.701493,1.83735,0.9834168022494704
mul,f64,1026,4,1.461538,2.139027,0.8447293208529724
mul,f64,1026,8,1.504399,2.077666,0.869501816279762
mul,f64,2048,1,1.412414,2.125971,1.0
mul,f64,2048,2,1.473381,2.11828,1.043165105981674
mul,f64,2048,4,1.452482,2.148696,1.0283684528757149
mul,f64,2048,8,1.452482,2.148814,1.0283684528757149
mul,f64,2050,1,1.489826,2.098129,1.0
mul,f64,2050,2,1.661264,1.881334,1.1150724983991418
mul,f64,2050,4,1.443662,2.164958,0.969013831145382
mul,f64,2050,8,1.701245,1.837131,1.1419085181759479
mul,f64,4096,1,1.752674,1.780761,1.0
mul,f64,4096,2,1.491624,2.092318,0.8510561576197285
mul,f64,4096,4,1.744463,1.789095,0.9953151584379069
mul,f64,4096,8,1.467574,2.163112,0.8373342675249361
mul,f64,4098,1,1.74383,1.792257,1.0
mul,f64,4098,2,1.755784,1.780057,1.0068550260059754
mul,f64,4098,4,1.503853,2.078384,0.8623850948773677
mul,f64,4098,8,1.718239,1.818975,0.9853248309754965
mul,f64,8192,1,1.771243,1.792262,1.0
mul,f64,8192,2,1.77201,1.791475,1.0004330292342722
mul,f64,8192,4,1.787866,1.77555,1.0093849347605044
mul,f64,8192,8,1.68179,1.887555,0.9494970481181859
mul,f64,8194,1,1.814438,1.722521,1.0
mul,f64,8194,2,1.764427,1.771438,0.9724371954291081
mul,f64,8194,4,1.753853,1.782012,0.9666094956124156
mul,f64,8194,8,1.689136,1.850283,0.9309417020587091
mul,f64,65536,1,1.793051,1.770414,1.0
mul,f64,65536,2,1.685033,1.883865,0.939757430212526
mul,f64,65536,4,1.65024,1.923698,0.9203530741735734
mul,f64,65536,8,1.600508,1.983431,0.8926171090504398
mul,f64,65538,1,1.822931,1.714503,1.0
mul,f64,65538,2,1.799407,1.737422,0.9870955071804692
mul,f64,65538,4,1.728277,1.808986,0.9480759282715583
mul,f64,65538,8,1.603729,1.949452,0.8797529911993377
mul,f64,1048576,1,0.542945,5.846767,1.0
mul,f64,1048576,2,1.080767,2.937153,1.9905644218106806
mul,f64,1048576,4,0.957742,3.31448,1.763976093342788
mul,f64,1048576,8,0.629709,5.041083,1.1598025582701745
mul,f64,1048578,1,1.021921,3.059355,1.0
mul,f64,1048578,2,1.008523,3.099891,0.9868893975170292
mul,f64,1048578,4,0.977028,3.199821,0.9560699897545896
mul,f64,1048578,8,0.737231,4.24062,0.7214168218482642
mul,f64,8388608,1,0.467605,6.887446,1.0
mul,f64,8388608,2,0.371682,8.66504,0.794863185808535
mul,f64,8388608,4,0.283735,11.350883,0.606783503170411
mul,f64,8388608,8,0.172866,18.05074,0.3696838143304712
mul,f64,8388610,1,0.517888,6.036661,1.0
mul,f64,8388610,2,0.413001,7.569738,0.7974716541028176
mul,f64,8388610,4,0.240813,12.982021,0.46499049987642116
mul,f64,8388610,8,0.207031,15.100449,0.39976017980721695
mul,f64,33554432,1,0.512675,6.086457,1.0
mul,f64,33554432,2,0.39209,7.959714,0.764792509874677
mul,f64,33554432,4,0.309754,10.373628,0.6041917394060564
mul,f64,33554432,8,0.195591,15.966544,0.3815107036621641
mul,f64,33554434,1,0.467454,6.687842,1.0
mul,f64,33554434,2,0.329604,9.482482,0.7051046734010192
mul,f64,33554434,4,0.250665,12.472246,0.5362345813705734
mul,f64,33554434,8,0.165957,18.8381,0.3550231680550386
mul,f64,67108864,1,0.507329,6.122686,1.0
mul,f64,67108864,2,0.423781,7.583071,0.8353179100741334
mul,f64,67108864,4,0.293534,10.636789,0.578587070717424
mul,f64,67108864,8,0.193562,16.435651,0.38153151111014744
mul,f64,67108866,1,0.444709,7.027992,1.0
mul,f64,67108866,2,0.323921,9.65146,0.7283886766402299
mul,f64,67108866,4,0.287147,10.887037,0.6456963992183652
mul,f64,67108866,8,0.179708,17.396542,0.40410245801186845
saxpy,f32,512,1,3.401993,1.837507,1.0
saxpy,f32,512,2,3.390728,1.843488,0.9966887057086832
saxpy,f32,512,4,3.390728,1.843716,0.9966887057086832
saxpy,f32,512,8,3.379538,1.849561,0.9933994573181074
saxpy,f32,513,1,3.277955,1.851317,1.0
saxpy,f32,513,2,3.288462,1.845426,1.0032053521174025
saxpy,f32,513,4,3.288462,1.845412,1.0032053521174025
saxpy,f32,513,8,3.277955,1.85134,1.0
saxpy,f32,1024,1,3.465313,1.800645,1.0
saxpy,f32,1024,2,3.407654,1.831079,0.9833610989829779
saxpy,f32,1024,4,3.471186,1.797593,1.0016947964007867
saxpy,f32,1024,8,3.471186,1.797564,1.0016947964007867
saxpy,f32,1025,1,3.360656,1.805814,1.0
saxpy,f32,1025,2,3.377265,1.796985,1.0049421898581705
saxpy,f32,1025,4,3.468697,1.799501,1.0321487828566804
saxpy,f32,1025,8,2.962428,2.107083,0.8815028970534324
saxpy,f32,2048,1,2.978909,2.094692,1.0
saxpy,f32,2048,2,3.005136,2.076337,1.008804230005012
saxpy,f32,2048,4,2.994152,2.08395,1.005116974033111
saxpy,f32,2048,8,3.497865,1.783856,1.1742100883242825
saxpy,f32,2049,1,3.004399,2.077749,1.0
saxpy,f32,2049,2,2.995614,2.083683,0.9970759542923561
saxpy,f32,2049,4,2.989059,2.088246,0.9948941535395266
saxpy,f32,2049,8,2.993426,2.085363,0.9963476888389325
saxpy,f32,4096,1,3.521926,1.771697,1.0
saxpy,f32,4096,2,3.021763,2.0651,0.8579859429187325
saxpy,f32,4096,4,3.524957,1.770149,1.0008606086556049
saxpy,f32,4096,8,3.526474,1.769379,1.0012913388867342
saxpy,f32,4097,1,3.020273,2.110623,1.0
saxpy,f32,4097,2,3.074672,2.073303,1.0180112857347663
saxpy,f32,4097,4,3.073518,2.074063,1.01762920106891
saxpy,f32,4097,8,3.051769,2.08889,1.0104281963915183
saxpy,f32,8192,1,3.54019,1.762522,1.0
saxpy,f32,8192,2,3.535606,1.764801,0.9987051542431339
saxpy,f32,8192,4,3.518145,1.773563,0.9937729330911618
saxpy,f32,8192,8,3.534844,1.765216,0.9984899115584193
saxpy,f32,8193,1,3.53375,1.804021,1.0
saxpy,f32,8193,2,3.611638,1.765052,1.0220411743898126
saxpy,f32,8193,4,3.562948,1.789163,1.0082626105412098
saxpy,f32,8193,8,3.091698,2.061947,0.874905695083127
saxpy,f32,65536,1,3.547472,1.758918,1.0
saxpy,f32,65536,2,3.422156,1.82331,0.9646745626181124
saxpy,f32,65536,4,3.543636,1.760811,0.9989186665884889
saxpy,f32,65536,8,3.551894,1.75671,1.0012465214665542
saxpy,f32,65537,1,3.644893,1.74895,1.0
saxpy,f32,65537,2,3.556285,1.792528,0.9756898213472932
saxpy,f32,65537,4,3.428026,1.859628,0.9405011340524948
saxpy,f32,65537,8,3.39315,1.878868,0.930932677584774
saxpy,f32,1048576,1,3.325376,1.876402,1.0
saxpy,f32,1048576,2,3.417956,1.825589,1.0278404607478975
saxpy,f32,1048576,4,2.773552,2.24972,0.8340566600588927
saxpy,f32,1048576,8,2.80768,2.222349,0.8443195596528031
saxpy,f32,1048577,1,3.478883,1.832423,1.0
saxpy,f32,1048577,2,2.562661,2.43578,0.7366332814297002
saxpy,f32,1048577,4,1.939451,3.300259,0.5574924480070184
saxpy,f32,1048577,8,3.058757,2.092653,0.879235375262692
saxpy,f32,8388608,1,2.232021,2.795501,1.0
saxpy,f32,8388608,2,1.835078,3.405107,0.8221598273492946
saxpy,f32,8388608,4,1.457529,4.287152,0.6530086410477322
saxpy,f32,8388608,8,1.255577,4.976702,0.5625292055943918
saxpy,f32,8388609,1,1.784714,3.58639,1.0
saxpy,f32,8388609,2,1.879556,3.405424,1.0531412876236754
saxpy,f32,8388609,4,1.517981,4.216581,0.8505458017363007
saxpy,f32,8388609,8,1.065824,5.856384,0.597195965291918
saxpy,f32,33554432,1,2.276274,2.745123,1.0
saxpy,f32,33554432,2,1.90805,3.276302,0.8382338857272895
saxpy,f32,33554432,4,1.095664,5.705623,0.4813409984913943
saxpy,f32,33554432,8,0.854602,7.302323,0.3754389849376657
saxpy,f32,33554433,1,2.347006,2.65937,1.0
saxpy,f32,33554433,2,1.899366,3.286126,0.809271897898855
saxpy,f32,33554433,4,1.311275,4.569115,0.5587011707682042
saxpy,f32,33554433,8,0.85443,7.305318,0.3640510505725167
saxpy,f32,67108864,1,2.329818,2.678483,1.0
saxpy,f32,67108864,2,1.736473,3.599535,0.7453256005404714
saxpy,f32,67108864,4,1.356059,4.61107,0.5820450352774337
saxpy,f32,67108864,8,0.853691,7.310902,0.3664196087419704
saxpy,f32,67108865,1,2.410866,2.589065,1.0
saxpy,f32,67108865,2,1.926027,3.250797,0.7988942562548064
saxpy,f32,67108865,4,1.325223,4.709287,0.5496875396641705
saxpy,f32,67108865,8,0.823648,7.578358,0.3416398920553859
saxpy,f64,512,1,3.390728,1.84064,1.0
saxpy,f64,512,2,3.401993,1.834546,1.0033222953890728
saxpy,f64,512,4,3.401993,1.834552,1.0033222953890728
saxpy,f64,512,8,3.401993,1.83455,1.0033222953890728
saxpy,f64,514,1,3.569444,1.840939,1.0
saxpy,f64,514,2,3.392739,1.839864,0.9504950911122293
saxpy,f64,514,4,2.051896,3.042043,0.5748503128218289
saxpy,f64,514,8,3.381579,1.845851,0.9473685537579523
saxpy,f64,1024,1,2.188034,2.8525,1.0
saxpy,f64,1024,2,2.955267,2.111858,1.3506494871651904
saxpy,f64,1024,4,2.955267,2.11195,1.3506494871651904
saxpy,f64,1024,8,2.951009,2.114899,1.3487034479354525
saxpy,f64,1026,1,2.948276,2.117163,1.0
saxpy,f64,1026,2,3.477966,1.794729,1.179660927267325
saxpy,f64,1026,4,2.952518,2.114095,1.0014388069502314
saxpy,f64,1026,8,2.961039,2.116773,1.004328970557709
saxpy,f64,2048,1,2.795904,2.232291,1.0
saxpy,f64,2048,2,2.90085,2.151483,1.0375356235407225
saxpy,f64,2048,4,3.488927,1.788852,1.2478708138762988
saxpy,f64,2048,8,2.936201,2.125568,1.050179476834684
saxpy,f64,2050,1,2.999268,2.089812,1.0
saxpy,f64,2050,2,2.990518,2.096048,0.9970826214929777
saxpy,f64,2050,4,2.95389,2.121917,0.9848703083552387
saxpy,f64,2050,8,2.951764,2.123492,0.9841614687317038
saxpy,f64,4096,1,3.213809,1.945929,1.0
saxpy,f64,4096,2,3.436242,1.819965,1.0692116426333986
saxpy,f64,4096,4,3.009552,2.077993,0.936443951709638
saxpy,f64,4096,8,3.481513,1.796293,1.083298042914187
saxpy,f64,4098,1,3.028825,2.069504,1.0
saxpy,f64,4098,2,3.430724,1.82706,1.1326913902255826
saxpy,f64,4098,4,3.525161,1.778162,1.1638708079865956
saxpy,f64,4098,8,2.863732,2.189019,0.9454927240761682
saxpy,f64,8192,1,3.531034,1.771091,1.0
saxpy,f64,8192,2,3.54019,1.766504,1.002593008167013
saxpy,f64,8192,4,3.526474,1.773433,0.9987085935734404
saxpy,f64,8192,8,3.338904,1.873008,0.9455881761546334
saxpy,f64,8194,1,3.537233,1.772014,1.0
saxpy,f64,8194,2,3.538761,1.771267,1.000431976067169
saxpy,f64,8194,4,3.534944,1.773123,0.9993528840197974
saxpy,f64,8194,8,3.483103,1.799525,0.984697078196432
saxpy,f64,65536,1,3.55199,1.760675,1.0
saxpy,f64,65536,2,3.347003,1.868507,0.9422895334727857
saxpy,f64,65536,4,3.319203,1.884126,0.9344629348618662
saxpy,f64,65536,8,3.321642,1.88276,0.9351495922004286
saxpy,f64,65538,1,3.559236,1.761054,1.0
saxpy,f64,65538,2,3.537527,1.768019,0.9939006573320791
saxpy,f64,65538,4,3.51778,1.772066,0.9883525565598911
saxpy,f64,65538,8,3.162878,1.970929,0.8886395844501461
saxpy,f64,1048576,1,1.630538,3.835558,1.0
saxpy,f64,1048576,2,2.747096,2.27769,1.684778888931138
saxpy,f64,1048576,4,2.365285,2.645369,1.45061629965079
saxpy,f64,1048576,8,2.013455,3.107629,1.2348408930058667
saxpy,f64,1048578,1,2.865923,2.17513,1.0
saxpy,f64,1048578,2,2.400635,2.59665,0.8376481154587894
saxpy,f64,1048578,4,2.201822,2.831122,0.7682767471421946
saxpy,f64,1048578,8,1.57812,3.950014,0.5506498255535826
saxpy,f64,8388608,1,1.366629,4.578453,1.0
saxpy,f64,8388608,2,0.673564,9.289451,0.4928652911653419
saxpy,f64,8388608,4,0.73437,8.520235,0.5373587125693952
saxpy,f64,8388608,8,0.481789,12.956164,0.35253825288355506
saxpy,f64,8388610,1,1.289159,4.835416,1.0
saxpy,f64,8388610,2,0.863168,7.221768,0.6695589915596137
saxpy,f64,8388610,4,0.671066,8.918801,0.5205455649768571
saxpy,f64,8388610,8,0.43638,13.715277,0.3384997506126087
saxpy,f64,33554432,1,1.335223,4.674965,1.0
saxpy,f64,33554432,2,0.846574,7.373154,0.6340319182638405
saxpy,f64,33554432,4,0.688828,9.083365,0.5158898551028555
saxpy,f64,33554432,8,0.406515,15.397462,0.3044547614892793
saxpy,f64,33554434,1,1.327616,4.840873,1.0
saxpy,f64,33554434,2,1.05812,6.073744,0.7970075684535287
saxpy,f64,33554434,4,0.70144,9.119647,0.5283455456999614
saxpy,f64,33554434,8,0.427774,14.459451,0.32221214568067874
