kernel,dtype,n,stride,gflops,cpe,gflops_rel
saxpy,f64,67108864,1,1.062797,5.863097,1.0
saxpy,f64,67108864,2,1.039478,6.074412,0.9780588390821576
saxpy,f64,67108864,4,0.698942,8.925006,0.6576439338838931
saxpy,f64,67108864,8,0.451005,13.83992,0.42435667394620047
saxpy,f64,67108866,1,1.322019,4.978345,1.0
saxpy,f64,67108866,2,1.028296,6.07561,0.7778224064858372
saxpy,f64,67108866,4,0.661663,9.433662,0.5004943196731666
saxpy,f64,67108866,8,0.419076,14.902558,0.3169969569272454
stencil,f32,1024,1,27.923497,0.56502,1.0
stencil,f32,1025,1,27.648649,0.565358,1.0
stencil,f32,2048,1,50.895522,0.310001,1.0
stencil,f32,2049,1,50.418719,0.310031,1.0
stencil,f32,4096,1,43.739316,0.360703,1.0
stencil,f32,4097,1,42.745303,0.365675,1.0
stencil,f32,8192,1,55.790191,0.279694,1.0
stencil,f32,8193,1,46.172492,0.338532,1.0
stencil,f32,65536,1,67.910881,0.229767,1.0
stencil,f32,65537,1,62.331177,0.250773,1.0
stencil,f32,1048576,1,31.600116,0.493792,1.0
stencil,f32,1048577,1,10.450073,1.49581,1.0
stencil,f32,8388608,1,5.264158,2.964131,1.0
stencil,f32,8388609,1,4.270953,3.659979,1.0
stencil,f32,33554432,1,7.093028,2.199884,1.0
stencil,f32,33554433,1,5.854441,2.669244,1.0
stencil,f32,67108864,1,6.883978,2.218153,1.0
stencil,f32,67108865,1,6.914881,2.25988,1.0
stencil,f64,1024,1,15.579268,1.00165,1.0
stencil,f64,1026,1,15.515152,1.007513,1.0
stencil,f64,2048,1,21.356994,0.736397,1.0
stencil,f64,2050,1,24.32304,0.642659,1.0
stencil,f64,4096,1,21.987111,0.715292,1.0
stencil,f64,4098,1,26.189258,0.596864,1.0
stencil,f64,8192,1,20.989236,0.749327,1.0
stencil,f64,8194,1,26.408769,0.591943,1.0
stencil,f64,65536,1,24.324104,0.646666,1.0
stencil,f64,65538,1,25.942522,0.602546,1.0
stencil,f64,1048576,1,7.558565,2.080731,1.0
stencil,f64,1048578,1,8.151548,1.917645,1.0
stencil,f64,8388608,1,2.856452,5.505829,1.0
stencil,f64,8388610,1,3.517385,4.444025,1.0
stencil,f64,33554432,1,3.340908,4.863288,1.0
stencil,f64,33554434,1,3.306875,4.726858,1.0
stencil,f64,67108864,1,3.485488,4.47639,1.0
stencil,f64,67108866,1,3.488764,4.48031,1.0
