dtype,stride,gflops_mean,gflops_std,cpe_mean,cpe_std
f32,1,8.872991,19.641080314699877,1.9895474545454546,0.7208469071176437
f32,2,2.395573222222222,0.9318664002136757,2.348980888888889,0.774480043431147
f32,4,2.1978964444444444,1.0998864655847564,3.0467608888888886,1.9858844393018216
f32,8,2.061738666666667,1.2237535019025483,3.8358487777777777,2.993080829549286
f64,1,4.3787792727272725,6.708368017589779,2.947510090909091,1.9548513014128444
f64,2,2.1637274444444445,1.2241079423971473,3.529329,2.8008238510027725
f64,4,2.056493111111111,1.3192101536502292,4.3367526666666665,3.8091027638406523
f64,8,1.9474768888888887,1.384189991381552,6.2827207777777785,6.682558927389544
