mode,read_pct,bw_mean,bw_std,samples
seq,0,3.6534709999999997,0.03099177469910358,3
seq,50,6.3217403333333335,0.12433332530071504,3
seq,70,9.403318,0.049926368534072806,3
seq,100,97.81770666666667,0.9004366995754522,3
