label,throughput_MBps,latency_ms
R0W100,502.61406167348224,0.256001855796
R100W0,578.6881316502889,0.216709297535
R50W50,376.90551439921063,0.3316558192569659
R70W30,376.11208724975586,0.3327778903573743
