mode,bs_k,iops,iops_std,bw,bw_std,lat,lat_std
read,4.0,401426.8746596666,3687.2242131639987,1568.0777648289998,14.4032196723169,0.079550201747,0.0007313565989699038
read,16.0,134916.258347,72.13162502974566,2108.082681337992,1.1270566627911638,0.23705433238366666,0.00011803683711497991
read,32.0,71527.926847,73.56173274322443,2235.280004183451,2.298804275143006,0.4472274538323333,0.0004799201942854708
read,64.0,51635.85658266667,350.4171906541372,3227.307005882263,21.902276903070764,0.6195846906156667,0.004192215373239982
read,128.0,26027.487028333333,43.19257048943193,3253.5664234161377,5.397870885220232,1.2292818585360001,0.002017626671984916
read,256.0,13024.286460000001,8.983924111261674,3256.329922358195,2.2459812162096933,2.4566891759963334,0.0016444273833950735
read,512.0,6134.965725999999,201.15815101709225,3068.0049800872803,100.5743313756459,5.21897742198,0.16797866381382837
read,1024.0,2909.1112233333333,233.50082016948505,2910.1552734375,233.49093495535544,11.043114996023,0.8453427339691403
